"","points","id","year","populationx1000","mean_points_by_year","factor.city"
"2410",35,"39154","2008",37,105,"other"
"2411",41,"32356","2005",37,456,"other"
"2412",63,"39986","2009",37,59,"other"
"2413",526,"31543","2005",204,456,"other"
"2414",71,"37145","2006",204,293,"other"
"2415",31,"41136","2009",204,59,"other"
"2416",25,"43064","2010",204,37,"other"
"2417",82,"37386","2005",204,456,"other"
"2418",105,"38086","2005",204,456,"other"
"2419",144,"36020","2006",103,293,"other"
"2420",1894,"29327","2004",103,657,"other"
"2421",164,"35729","2006",103,293,"other"
"2422",38,"44239","2009",103,59,"other"
"2423",359,"40017","2009",103,59,"other"
"2424",47,"43523","2010",103,37,"other"
"2425",50,"35206","2004",103,657,"other"
"2426",534,"32215","2004",103,657,"other"
"2427",42,"41309","2009",142,59,"other"
"2428",71,"38677","2007",142,181,"other"
"2429",142,"43544","2007",142,181,"other"
"2430",664,"32557","2005",142,456,"other"
"2431",225,"35144","2006",142,293,"other"
"2432",1301,"32728","2004",142,657,"other"
"2433",60,"43277","2010",142,37,"other"
"2434",18,"39654","2008",142,105,"other"
"2435",7,"41956","2007",142,181,"other"
"2436",145,"36710","2007",142,181,"other"
"2437",2,"44162","2008",96,105,"other"
"2438",915,"33681","2006",96,293,"other"
"2439",503,"40247","2009",96,59,"other"
"2440",129,"39781","2007",96,181,"other"
"2441",83,"36477","2007",96,181,"other"
"2442",221,"42825","2010",96,37,"other"
"2443",201,"35236","2006",96,293,"other"
"2444",26,"43579","2009",96,59,"other"
"2445",59,"40114","2009",87,59,"other"
"2446",25,"41279","2005",87,456,"other"
"2447",117,"38253","2007",62,181,"other"
"2448",33,"41526","2006",62,293,"other"
"2449",418,"34077","2006",1092,293,"other"
"2450",2,"44116","2010",1092,37,"other"
"2451",6,"43627","2009",1092,59,"other"
"2452",310,"38557","2005",1092,456,"other"
"2453",110,"33575","2004",1092,657,"other"
"2454",8,"43742","2010",1092,37,"other"
"2455",655,"33729","2006",1092,293,"other"
"2456",80,"32301","2005",1092,456,"other"
"2457",37,"42280","2010",1092,37,"other"
"2458",32,"41216","2004",1092,657,"other"
"2459",442,"33829","2006",1092,293,"other"
"2460",7,"44879","2011",1092,15,"other"
"2461",44,"38867","2004",1092,657,"other"
"2462",18,"42671","2010",1092,37,"other"
"2463",145,"40837","2008",1092,105,"other"
"2464",2064,"31409","2005",1092,456,"other"
"2465",30,"42900","2009",1092,59,"other"
"2466",2,"40627","2008",1092,105,"other"
"2467",8,"43248","2010",1092,37,"other"
"2468",4,"43725","2008",1092,105,"other"
"2469",6,"41031","2007",1092,181,"other"
"2470",678,"33640","2006",1092,293,"other"
"2471",14,"42949","2009",1092,59,"other"
"2472",7,"43689","2009",1092,59,"other"
"2473",1,"43183","2009",1092,59,"other"
"2474",214,"38295","2008",1092,105,"other"
"2475",169,"30015","2004",1092,657,"other"
"2476",7,"36928","2006",1092,293,"other"
"2477",6,"43875","2010",1092,37,"other"
"2478",96,"36668","2004",1092,657,"other"
"2479",499,"36151","2007",1092,181,"other"
"2480",98,"32622","2005",1092,456,"other"
"2481",59,"43793","2009",1092,59,"other"
"2482",82,"40824","2009",1092,59,"other"
"2483",24,"39908","2007",1092,181,"other"
"2484",88,"43717","2004",1092,657,"other"
"2485",32,"34074","2006",1092,293,"other"
"2486",960,"33211","2006",1092,293,"other"
"2487",103,"42809","2010",1092,37,"other"
"2488",139,"39444","2008",1092,105,"other"
"2489",36,"40638","2008",1092,105,"other"
"2490",499,"33473","2006",1092,293,"other"
"2491",5,"43862","2010",1092,37,"other"
"2492",48,"40433","2009",1092,59,"other"
"2493",1480,"35308","2007",1092,181,"other"
"2494",520,"31212","2005",1092,456,"other"
"2495",108,"39880","2008",1092,105,"other"
"2496",170,"33754","2006",1092,293,"other"
"2497",99,"42893","2004",1092,657,"other"
"2498",75,"31913","2004",1092,657,"other"
"2499",55,"34075","2006",1092,293,"other"
"2500",4,"45020","2010",1092,37,"other"
"2501",33,"41825","2009",1092,59,"other"
"2502",300,"32241","2004",1092,657,"other"
"2503",18,"43033","2009",1092,59,"other"
"2504",116,"39106","2008",1092,105,"other"
"2505",347,"31544","2005",1092,456,"other"
"2506",33,"40841","2009",1092,59,"other"
"2507",14,"44484","2011",1092,15,"other"
"2508",85,"38706","2008",1092,105,"other"
"2509",21,"39248","2008",1092,105,"other"
"2510",40,"42780","2008",1092,105,"other"
"2511",1497,"29136","2004",1092,657,"other"
"2512",7,"40767","2006",1092,293,"other"
"2513",452,"40121","2009",1092,59,"other"
"2514",69,"41219","2008",1092,105,"other"
"2515",112,"40026","2009",1092,59,"other"
"2516",18,"40420","2008",1092,105,"other"
"2517",195,"38705","2008",1092,105,"other"
"2518",29,"43199","2010",1092,37,"other"
"2519",54,"34975","2005",1092,456,"other"
"2520",62,"41548","2009",1092,59,"other"
"2521",451,"34485","2006",1092,293,"other"
"2522",35,"43127","2010",1092,37,"other"
"2523",197,"38658","2008",1092,105,"other"
"2524",111,"38673","2008",1092,105,"other"
"2525",2,"43417","2009",1092,59,"other"
"2526",30,"33942","2006",1092,293,"other"
"2527",2,"43769","2010",1092,37,"other"
"2528",91,"42824","2010",1092,37,"other"
"2529",4,"39492","2008",10,105,"other"
"2530",108,"40268","2009",201,59,"other"
"2531",6,"44666","2011",201,15,"other"
"2532",5,"44886","2010",201,37,"other"
"2533",90,"43432","2010",201,37,"other"
"2534",26,"43373","2008",201,105,"other"
"2535",75,"42679","2009",201,59,"other"
"2536",40,"40172","2009",201,59,"other"
"2537",11,"43215","2010",201,37,"other"
"2538",30,"43258","2006",201,293,"other"
"2539",58,"41955","2009",201,59,"other"
"2540",13,"44793","2010",201,37,"other"
"2541",106,"37895","2008",201,105,"other"
"2542",120,"36042","2007",201,181,"other"
"2543",10,"43319","2008",201,105,"other"
"2544",20,"38158","2007",201,181,"other"
"2545",8,"40194","2009",201,59,"other"
"2546",82,"36047","2007",201,181,"other"
"2547",15,"42086","2009",201,59,"other"
"2548",13,"44783","2011",201,15,"other"
"2549",94,"33791","2006",201,293,"other"
"2550",802,"34076","2006",525,293,"other"
"2551",1114,"34323","2005",525,456,"other"
"2552",105,"42080","2009",525,59,"other"
"2553",16,"42918","2010",525,37,"other"
"2554",86,"39212","2008",525,105,"other"
"2555",226,"38956","2008",525,105,"other"
"2556",1336,"30964","2005",525,456,"other"
"2557",1343,"34170","2006",525,293,"other"
"2558",50,"39426","2006",525,293,"other"
"2559",6,"43609","2010",525,37,"other"
"2560",6,"43901","2010",525,37,"other"
"2561",13,"39940","2008",525,105,"other"
"2562",240,"35345","2007",525,181,"other"
"2563",42,"39501","2008",525,105,"other"
"2564",22,"38414","2008",525,105,"other"
"2565",487,"37824","2008",525,105,"other"
"2566",231,"36297","2007",525,181,"other"
"2567",203,"38916","2006",525,293,"other"
"2568",191,"38731","2007",525,181,"other"
"2569",148,"42259","2010",525,37,"other"
"2570",76,"43141","2009",525,59,"other"
"2571",132,"38639","2008",525,105,"other"
"2572",820,"34529","2006",525,293,"other"
"2573",1,"45010","2011",525,15,"other"
"2574",14,"41408","2009",525,59,"other"
"2575",108,"40046","2009",525,59,"other"
"2576",161,"38161","2008",525,105,"other"
"2577",2124,"31021","2005",525,456,"other"
"2578",232,"36418","2006",525,293,"other"
"2579",33,"43613","2010",3,37,"other"
"2580",56,"40137","2009",2,59,"other"
"2581",172,"32314","2005",23,456,"other"
"2582",54,"42641","2010",23,37,"other"
"2583",1,"43736","2009",156,59,"other"
"2584",87,"40683","2009",156,59,"other"
"2585",40,"39016","2004",156,657,"other"
"2586",97,"37096","2007",156,181,"other"
"2587",59,"36105","2007",156,181,"other"
"2588",8,"36801","2005",156,456,"other"
"2589",71,"38996","2007",156,181,"other"
"2590",68,"39021","2008",156,105,"other"
"2591",28,"33932","2005",42,456,"other"
"2592",47,"40940","2006",42,293,"other"
"2593",728,"35571","2007",1165,181,"other"
"2594",124,"37916","2008",1165,105,"other"
"2595",18,"44623","2011",1165,15,"other"
"2596",258,"34527","2006",1165,293,"other"
"2597",44,"40768","2008",1165,105,"other"
"2598",33,"43281","2010",1165,37,"other"
"2599",1,"43467","2009",1165,59,"other"
"2600",63,"41821","2007",1165,181,"other"
"2601",271,"37084","2006",1165,293,"other"
"2602",348,"33633","2006",1165,293,"other"
"2603",93,"40667","2008",1165,105,"other"
"2604",932,"31260","2005",1165,456,"other"
"2605",97,"37876","2008",1165,105,"other"
"2606",81,"43039","2010",1165,37,"other"
"2607",33,"43072","2009",1165,59,"other"
"2608",63,"42457","2010",1165,37,"other"
"2609",4,"42435","2009",1165,59,"other"
"2610",65,"40501","2009",1165,59,"other"
"2611",1350,"31145","2005",1165,456,"other"
"2612",5,"40258","2008",1165,105,"other"
"2613",6,"36897","2007",1165,181,"other"
"2614",113,"41982","2009",1165,59,"other"
"2615",226,"35498","2006",1165,293,"other"
"2616",145,"37852","2008",1165,105,"other"
"2617",271,"35403","2007",1165,181,"other"
"2618",133,"33287","2004",1165,657,"other"
"2619",276,"37978","2008",1165,105,"other"
"2620",82,"41046","2009",1165,59,"other"
"2621",364,"35539","2007",1165,181,"other"
"2622",256,"36009","2006",1165,293,"other"
"2623",49,"41270","2009",1165,59,"other"
"2624",13,"37983","2006",1165,293,"other"
"2625",171,"40092","2009",1165,59,"other"
"2626",88,"39552","2008",1165,105,"other"
"2627",188,"39542","2008",1165,105,"other"
"2628",27,"38774","2008",1165,105,"other"
"2629",74,"41085","2009",1165,59,"other"
"2630",4,"42603","2009",1165,59,"other"
"2631",79,"40196","2009",1165,59,"other"
"2632",2733,"30940","2005",1165,456,"other"
"2633",10,"37758","2006",1165,293,"other"
"2634",315,"39495","2006",1165,293,"other"
"2635",172,"30934","2005",1165,456,"other"
"2636",98,"39453","2008",1165,105,"other"
"2637",7,"42485","2007",1165,181,"other"
"2638",91,"37107","2007",1165,181,"other"
"2639",5,"42674","2009",1165,59,"other"
"2640",56,"42649","2010",1165,37,"other"
"2641",246,"40060","2009",1165,59,"other"
"2642",11,"42744","2010",1165,37,"other"
"2643",5,"42494","2010",1165,37,"other"
"2644",1985,"31596","2005",1165,456,"other"
"2645",79,"40349","2008",1165,105,"other"
"2646",121,"40065","2009",1165,59,"other"
"2647",237,"38028","2007",1165,181,"other"
"2648",52,"42491","2010",1165,37,"other"
"2649",6,"44305","2010",1165,37,"other"
"2650",689,"29079","2004",1165,657,"other"
"2651",74,"42985","2010",1165,37,"other"
"2652",29,"43108","2007",1165,181,"other"
"2653",247,"38023","2008",1165,105,"other"
"2654",353,"36414","2007",4849,181,"spb"
"2655",197,"33937","2006",4849,293,"spb"
"2656",22,"36497","2006",4849,293,"spb"
"2657",27,"42113","2009",4849,59,"spb"
"2658",419,"37990","2008",4849,105,"spb"
"2659",117,"40109","2009",4849,59,"spb"
"2660",27,"38249","2008",4849,105,"spb"
"2661",5,"41800","2007",4849,181,"spb"
"2662",36,"41161","2008",4849,105,"spb"
"2663",825,"34867","2004",4849,657,"spb"
"2664",1227,"33194","2006",4849,293,"spb"
"2665",63,"39985","2009",4849,59,"spb"
"2666",65,"35869","2007",4849,181,"spb"
"2667",493,"37476","2007",4849,181,"spb"
"2668",15,"43140","2008",4849,105,"spb"
"2669",1890,"29074","2004",4849,657,"spb"
"2670",38,"42836","2010",4849,37,"spb"
"2671",6,"42651","2010",4849,37,"spb"
"2672",364,"35980","2007",4849,181,"spb"
"2673",1672,"35247","2005",4849,456,"spb"
"2674",66,"33218","2006",4849,293,"spb"
"2675",23,"33843","2005",4849,456,"spb"
"2676",103,"40192","2009",4849,59,"spb"
"2677",273,"34560","2006",4849,293,"spb"
"2678",98,"40678","2009",4849,59,"spb"
"2679",2520,"31357","2004",4849,657,"spb"
"2680",44,"39362","2007",4849,181,"spb"
"2681",802,"30423","2004",4849,657,"spb"
"2682",178,"33919","2006",4849,293,"spb"
"2683",31,"38431","2008",4849,105,"spb"
"2684",177,"39621","2006",4849,293,"spb"
"2685",25,"43230","2009",4849,59,"spb"
"2686",216,"33599","2006",4849,293,"spb"
"2687",42,"40478","2007",4849,181,"spb"
"2688",60,"33656","2005",4849,456,"spb"
"2689",19,"44299","2005",4849,456,"spb"
"2690",587,"37873","2008",4849,105,"spb"
"2691",56,"42345","2010",4849,37,"spb"
"2692",4,"44491","2011",4849,15,"spb"
"2693",12,"44695","2006",4849,293,"spb"
"2694",89,"38530","2008",4849,105,"spb"
"2695",19,"43961","2009",4849,59,"spb"
"2696",157,"36631","2005",4849,456,"spb"
"2697",91,"41271","2008",4849,105,"spb"
"2698",549,"31151","2005",4849,456,"spb"
"2699",20,"36980","2006",4849,293,"spb"
"2700",1208,"34091","2006",4849,293,"spb"
"2701",26,"41092","2009",4849,59,"spb"
"2702",738,"31738","2005",4849,456,"spb"
"2703",99,"43641","2008",4849,105,"spb"
"2704",22,"42487","2007",4849,181,"spb"
"2705",54,"42183","2010",4849,37,"spb"
"2706",75,"40492","2009",4849,59,"spb"
"2707",25,"37206","2007",4849,181,"spb"
"2708",47,"42438","2010",4849,37,"spb"
"2709",1568,"31490","2005",4849,456,"spb"
"2710",277,"33798","2006",4849,293,"spb"
"2711",534,"35814","2006",4849,293,"spb"
"2712",48,"43716","2010",4849,37,"spb"
"2713",6,"44803","2010",4849,37,"spb"
"2714",69,"33454","2004",4849,657,"spb"
"2715",76,"39791","2006",4849,293,"spb"
"2716",22,"38781","2008",4849,105,"spb"
"2717",32,"37717","2007",4849,181,"spb"
"2718",662,"32892","2004",4849,657,"spb"
"2719",11,"44494","2011",4849,15,"spb"
"2720",22,"33615","2006",4849,293,"spb"
"2721",25,"44434","2011",4849,15,"spb"
"2722",29,"41911","2006",4849,293,"spb"
"2723",258,"30744","2004",4849,657,"spb"
"2724",1388,"30939","2005",4849,456,"spb"
"2725",55,"43222","2010",4849,37,"spb"
"2726",188,"42166","2007",4849,181,"spb"
"2727",347,"29536","2004",4849,657,"spb"
"2728",29,"37423","2006",4849,293,"spb"
"2729",14,"42765","2010",4849,37,"spb"
"2730",135,"40105","2009",4849,59,"spb"
"2731",162,"40424","2009",4849,59,"spb"
"2732",872,"32421","2005",4849,456,"spb"
"2733",139,"40421","2008",4849,105,"spb"
"2734",19,"42317","2010",4849,37,"spb"
"2735",669,"33935","2005",4849,456,"spb"
"2736",139,"40425","2009",4849,59,"spb"
"2737",829,"29653","2004",4849,657,"spb"
"2738",75,"36138","2006",4849,293,"spb"
"2739",80,"42091","2007",4849,181,"spb"
"2740",145,"39230","2008",4849,105,"spb"
"2741",74,"40947","2008",4849,105,"spb"
"2742",68,"37396","2006",4849,293,"spb"
"2743",4,"44195","2009",4849,59,"spb"
"2744",899,"29166","2004",4849,657,"spb"
"2745",71,"34933","2006",4849,293,"spb"
"2746",56,"40103","2009",4849,59,"spb"
"2747",10,"44296","2010",4849,37,"spb"
"2748",601,"29387","2004",4849,657,"spb"
"2749",161,"36530","2007",4849,181,"spb"
"2750",936,"29176","2004",4849,657,"spb"
"2751",10,"41994","2008",4849,105,"spb"
"2752",371,"34246","2005",4849,456,"spb"
"2753",249,"37034","2005",4849,456,"spb"
"2754",72,"40556","2009",4849,59,"spb"
"2755",7,"44871","2011",4849,15,"spb"
"2756",11,"35613","2007",4849,181,"spb"
"2757",453,"35300","2007",4849,181,"spb"
"2758",59,"42107","2009",4849,59,"spb"
"2759",448,"36108","2007",4849,181,"spb"
"2760",30,"43314","2005",4849,456,"spb"
"2761",13,"45055","2011",4849,15,"spb"
"2762",70,"42878","2008",4849,105,"spb"
"2763",98,"37823","2008",4849,105,"spb"
"2764",46,"34484","2006",4849,293,"spb"
"2765",30,"39744","2007",4849,181,"spb"
"2766",279,"31864","2005",4849,456,"spb"
"2767",46,"40419","2008",4849,105,"spb"
"2768",5,"43705","2010",4849,37,"spb"
"2769",40,"33946","2006",4849,293,"spb"
"2770",37,"44137","2010",4849,37,"spb"
"2771",598,"32358","2005",4849,456,"spb"
"2772",338,"29726","2004",4849,657,"spb"
"2773",128,"33541","2005",4849,456,"spb"
"2774",40,"42043","2009",4849,59,"spb"
"2775",4,"44351","2011",4849,15,"spb"
"2776",11,"39856","2007",4849,181,"spb"
"2777",159,"40494","2009",4849,59,"spb"
"2778",367,"38437","2008",4849,105,"spb"
"2779",602,"35210","2005",4849,456,"spb"
"2780",32,"42042","2006",4849,293,"spb"
"2781",171,"40993","2007",4849,181,"spb"
"2782",11,"41419","2008",4849,105,"spb"
"2783",113,"41700","2008",4849,105,"spb"
"2784",356,"29100","2004",4849,657,"spb"
"2785",110,"39335","2007",4849,181,"spb"
"2786",104,"42750","2010",4849,37,"spb"
"2787",186,"41229","2005",4849,456,"spb"
"2788",7,"44585","2009",4849,59,"spb"
"2789",8,"44000","2009",4849,59,"spb"
"2790",16,"44084","2009",4849,59,"spb"
"2791",21,"43606","2009",4849,59,"spb"
"2792",480,"31561","2004",4849,657,"spb"
"2793",104,"41014","2009",4849,59,"spb"
"2794",4,"42511","2009",4849,59,"spb"
"2795",31,"39052","2007",4849,181,"spb"
"2796",39,"42907","2006",4849,293,"spb"
"2797",18,"42979","2010",4849,37,"spb"
"2798",291,"37806","2008",4849,105,"spb"
"2799",1091,"35495","2007",4849,181,"spb"
"2800",51,"41122","2009",4849,59,"spb"
"2801",57,"34396","2005",4849,456,"spb"
"2802",9,"43376","2008",4849,105,"spb"
"2803",428,"31438","2005",4849,456,"spb"
"2804",555,"32391","2005",4849,456,"spb"
"2805",600,"35578","2006",4849,293,"spb"
"2806",22,"35053","2005",4849,456,"spb"
"2807",112,"35333","2007",4849,181,"spb"
"2808",44,"44870","2005",4849,456,"spb"
"2809",22,"44869","2011",4849,15,"spb"
"2810",29,"38104","2008",4849,105,"spb"
"2811",6,"44070","2010",4849,37,"spb"
"2812",15,"40659","2009",4849,59,"spb"
"2813",615,"34313","2005",4849,456,"spb"
"2814",15,"42858","2010",4849,37,"spb"
"2815",125,"42868","2009",4849,59,"spb"
"2816",301,"36018","2004",4849,657,"spb"
"2817",214,"40620","2007",4849,181,"spb"
"2818",35,"35473","2007",4849,181,"spb"
"2819",135,"39558","2007",4849,181,"spb"
"2820",98,"41184","2009",4849,59,"spb"
"2821",23,"37701","2007",4849,181,"spb"
"2822",71,"44455","2011",4849,15,"spb"
"2823",20,"42145","2009",4849,59,"spb"
"2824",32,"33940","2005",4849,456,"spb"
"2825",318,"37947","2008",4849,105,"spb"
"2826",12,"43224","2009",4849,59,"spb"
"2827",60,"39988","2009",4849,59,"spb"
"2828",66,"40637","2004",4849,657,"spb"
"2829",2326,"30642","2004",4849,657,"spb"
"2830",213,"37588","2007",4849,181,"spb"
"2831",286,"35407","2004",4849,657,"spb"
"2832",250,"33282","2006",4849,293,"spb"
"2833",644,"31529","2005",4849,456,"spb"
"2834",111,"42344","2010",4849,37,"spb"
"2835",11,"35192","2005",4849,456,"spb"
"2836",3,"44207","2010",4849,37,"spb"
"2837",66,"42305","2010",4849,37,"spb"
"2838",191,"40624","2008",4849,105,"spb"
"2839",301,"37555","2007",4849,181,"spb"
"2840",13,"36424","2007",4849,181,"spb"
"2841",578,"29537","2004",4849,657,"spb"
"2842",6,"44804","2010",4849,37,"spb"
"2843",52,"36798","2007",4849,181,"spb"
"2844",197,"31119","2005",4849,456,"spb"
"2845",146,"40474","2009",4849,59,"spb"
"2846",10,"42592","2010",4849,37,"spb"
"2847",18,"34684","2006",4849,293,"spb"
"2848",116,"42355","2010",4849,37,"spb"
"2849",39,"41312","2009",4849,59,"spb"
"2850",5,"44161","2010",4849,37,"spb"
"2851",64,"44218","2007",4849,181,"spb"
"2852",4,"44499","2011",4849,15,"spb"
"2853",60,"42626","2010",4849,37,"spb"
"2854",159,"40981","2007",4849,181,"spb"
"2855",75,"37526","2006",4849,293,"spb"
"2856",46,"43128","2010",4849,37,"spb"
"2857",429,"37167","2006",4849,293,"spb"
"2858",261,"39893","2008",4849,105,"spb"
"2859",12,"44522","2011",4849,15,"spb"
"2860",3,"44015","2010",4849,37,"spb"
"2861",6,"44581","2011",4849,15,"spb"
"2862",247,"37984","2007",4849,181,"spb"
"2863",82,"38352","2005",4849,456,"spb"
"2864",883,"33939","2006",4849,293,"spb"
"2865",42,"43076","2010",4849,37,"spb"
"2866",44,"42284","2010",4849,37,"spb"
"2867",15,"43100","2008",4849,105,"spb"
"2868",62,"43125","2010",4849,37,"spb"
"2869",120,"39076","2008",4849,105,"spb"
"2870",934,"32649","2005",4849,456,"spb"
"2871",4,"44504","2011",4849,15,"spb"
"2872",181,"39404","2007",4849,181,"spb"
"2873",97,"39699","2008",4849,105,"spb"
"2874",22,"40648","2007",4849,181,"spb"
"2875",9,"39578","2005",4849,456,"spb"
"2876",61,"42957","2010",4849,37,"spb"
"2877",58,"42143","2008",4849,105,"spb"
"2878",5,"44811","2011",4849,15,"spb"
"2879",28,"44132","2010",4849,37,"spb"
"2880",5,"45000","2011",4849,15,"spb"
"2881",106,"40485","2009",297,59,"other"
"2882",24,"40443","2008",297,105,"other"
"2883",257,"35485","2006",297,293,"other"
"2884",42,"39224","2007",297,181,"other"
"2885",89,"38974","2008",297,105,"other"
"2886",217,"35878","2007",297,181,"other"
"2887",187,"38702","2008",297,105,"other"
"2888",62,"32188","2005",297,456,"other"
"2889",1488,"29067","2004",297,657,"other"
"2890",73,"40416","2008",297,105,"other"
"2891",109,"39594","2008",297,105,"other"
"2892",1449,"31276","2004",297,657,"other"
"2893",51,"42834","2008",297,105,"other"
"2894",127,"40434","2008",297,105,"other"
"2895",52,"40769","2009",297,59,"other"
"2896",658,"35883","2007",297,181,"other"
"2897",143,"32985","2004",297,657,"other"
"2898",805,"33132","2006",297,293,"other"
"2899",18,"43935","2010",297,37,"other"
"2900",16,"41691","2006",297,293,"other"
"2901",29,"41742","2009",297,59,"other"
"2902",519,"33326","2005",297,456,"other"
"2903",1112,"32937","2005",297,456,"other"
"2904",38,"43063","2009",101,59,"other"
"2905",56,"41647","2009",101,59,"other"
"2906",136,"43462","2007",101,181,"other"
"2907",596,"31406","2005",101,456,"other"
"2908",72,"42038","2009",101,59,"other"
"2909",43,"43380","2009",101,59,"other"
"2910",140,"39493","2007",837,181,"other"
"2911",3,"41584","2009",837,59,"other"
"2912",652,"33142","2006",837,293,"other"
"2913",391,"33498","2005",837,456,"other"
"2914",276,"37851","2008",837,105,"other"
"2915",638,"32494","2005",837,456,"other"
"2916",1,"44904","2011",837,15,"other"
"2917",255,"37638","2005",837,456,"other"
"2918",1018,"34631","2006",837,293,"other"
"2919",1,"44515","2011",837,15,"other"
"2920",194,"39374","2007",837,181,"other"
"2921",23,"39734","2008",837,105,"other"
"2922",516,"36120","2007",837,181,"other"
"2923",152,"39733","2008",837,105,"other"
"2924",66,"40336","2009",837,59,"other"
"2925",68,"39721","2006",837,293,"other"
"2926",125,"34748","2006",837,293,"other"
"2927",3,"39685","2006",837,293,"other"
"2928",54,"40098","2009",92,59,"other"
"2929",67,"40246","2008",95,105,"other"
"2930",166,"33835","2005",11,456,"other"
"2931",245,"39163","2008",344,105,"other"
"2932",310,"41112","2008",344,105,"other"
"2933",153,"39929","2007",344,181,"other"
"2934",895,"33049","2005",344,456,"other"
"2935",492,"38527","2007",344,181,"other"
"2936",696,"33015","2005",344,456,"other"
"2937",39,"40233","2008",344,105,"other"
"2938",21,"39632","2008",344,105,"other"
"2939",212,"39337","2007",344,181,"other"
"2940",770,"34823","2006",344,293,"other"
"2941",1144,"34236","2006",344,293,"other"
"2942",1289,"32845","2004",344,657,"other"
"2943",106,"41355","2008",344,105,"other"
"2944",97,"40851","2008",344,105,"other"
"2945",22,"32829","2005",344,456,"other"
"2946",24,"41306","2008",344,105,"other"
"2947",39,"41012","2008",344,105,"other"
"2948",11,"40473","2008",344,105,"other"
"2949",29,"40943","2007",344,181,"other"
"2950",5,"44972","2011",344,15,"other"
"2951",85,"43043","2008",344,105,"other"
"2952",26,"43926","2010",344,37,"other"
"2953",113,"40850","2008",344,105,"other"
"2954",12,"44345","2009",344,59,"other"
"2955",12,"44346","2010",344,37,"other"
"2956",151,"38653","2007",344,181,"other"
"2957",101,"39591","2008",344,105,"other"
"2958",161,"39662","2005",344,456,"other"
"2959",426,"38995","2007",344,181,"other"
"2960",223,"37214","2007",344,181,"other"
"2961",48,"43182","2010",344,37,"other"
"2962",417,"39649","2007",344,181,"other"
"2963",19,"43715","2010",344,37,"other"
"2964",78,"43096","2009",344,59,"other"
"2965",10,"43602","2010",344,37,"other"
"2966",24,"43693","2010",344,37,"other"
"2967",41,"43755","2009",344,59,"other"
"2968",6,"43050","2008",192,105,"other"
"2969",38,"42001","2009",108,59,"other"
"2970",2,"43040","2007",108,181,"other"
"2971",331,"31618","2005",108,456,"other"
"2972",59,"38449","2006",108,293,"other"
"2973",97,"35916","2006",108,293,"other"
"2974",150,"38719","2008",108,105,"other"
"2975",10,"43209","2007",108,181,"other"
"2976",106,"38672","2008",108,105,"other"
"2977",2,"45222","2008",108,105,"other"
"2978",36,"38671","2008",108,105,"other"
"2979",14,"35915","2007",108,181,"other"
"2980",62,"41427","2006",108,293,"other"
"2981",74,"36438","2006",108,293,"other"
"2982",6,"45224","2008",108,105,"other"
"2983",18,"42684","2010",108,37,"other"
"2984",18,"40763","2008",108,105,"other"
"2985",525,"29733","2004",108,657,"other"
"2986",134,"33659","2005",108,456,"other"
"2987",139,"40053","2009",26,59,"other"
"2988",78,"42569","2008",26,105,"other"
"2989",123,"41401","2008",26,105,"other"
"2990",578,"29183","2004",100,657,"other"
"2991",3,"44130","2009",100,59,"other"
"2992",56,"42185","2010",100,37,"other"
"2993",323,"34943","2006",100,293,"other"
"2994",15,"41000","2009",9,59,"other"
"2995",7,"43878","2009",126,59,"other"
"2996",526,"30951","2005",126,456,"other"
"2997",56,"39983","2009",126,59,"other"
"2998",7,"44258","2009",126,59,"other"
"2999",5,"44269","2010",126,37,"other"
"3000",133,"37544","2005",362,456,"other"
"3001",3,"40751","2009",362,59,"other"
"3002",25,"41883","2007",362,181,"other"
"3003",145,"40543","2009",362,59,"other"
"3004",36,"41664","2009",362,59,"other"
"3005",59,"43353","2008",362,105,"other"
"3006",587,"36545","2004",362,657,"other"
"3007",1430,"32335","2004",362,657,"other"
"3008",79,"41618","2009",362,59,"other"
"3009",10,"43792","2010",30,37,"other"
"3010",22,"42916","2010",34,37,"other"
"3011",58,"43807","2008",327,105,"other"
"3012",247,"36351","2007",53,181,"other"
"3013",54,"33557","2006",53,293,"other"
"3014",387,"37383","2006",53,293,"other"
"3015",14,"43980","2010",53,37,"other"
"3016",6,"44176","2009",53,59,"other"
"3017",76,"30629","2004",66,657,"other"
"3018",129,"41995","2005",28,456,"other"
"3019",46,"43122","2008",343,105,"other"
"3020",41,"41897","2009",343,59,"other"
"3021",848,"39473","2007",343,181,"other"
"3022",16,"44774","2011",343,15,"other"
"3023",584,"34312","2006",343,293,"other"
"3024",2,"43034","2009",343,59,"other"
"3025",3492,"29898","2004",343,657,"other"
"3026",94,"33460","2006",343,293,"other"
"3027",23,"30051","2004",343,657,"other"
"3028",204,"33905","2006",343,293,"other"
"3029",4,"40934","2008",343,105,"other"
"3030",26,"42709","2009",343,59,"other"
"3031",34,"31957","2005",343,456,"other"
"3032",38,"41439","2009",343,59,"other"
"3033",34,"42888","2010",343,37,"other"
"3034",14,"38495","2007",343,181,"other"
"3035",903,"30337","2004",343,657,"other"
"3036",412,"36773","2007",343,181,"other"
"3037",27,"38842","2005",343,456,"other"
"3038",222,"38919","2005",343,456,"other"
"3039",17,"39401","2006",343,293,"other"
"3040",2,"40859","2007",343,181,"other"
"3041",322,"39590","2007",343,181,"other"
"3042",51,"43273","2009",343,59,"other"
"3043",38,"40967","2008",343,105,"other"
"3044",163,"38526","2008",343,105,"other"
