"","points","id","year","populationx1000","mean_points_by_year","factor.city"
"1198",448,"37871","2008",11514,105,"moscow"
"1199",2251,"30441","2004",11514,657,"moscow"
"1200",151,"34188","2006",11514,293,"moscow"
"1201",386,"38008","2008",11514,105,"moscow"
"1202",76,"41157","2008",11514,105,"moscow"
"1203",270,"44157","2006",11514,293,"moscow"
"1204",29,"43469","2008",11514,105,"moscow"
"1205",506,"35667","2007",11514,181,"moscow"
"1206",358,"37904","2008",11514,105,"moscow"
"1207",544,"37888","2008",11514,105,"moscow"
"1208",178,"37811","2008",11514,105,"moscow"
"1209",39,"42515","2010",11514,37,"moscow"
"1210",58,"42258","2010",11514,37,"moscow"
"1211",14,"41454","2008",11514,105,"moscow"
"1212",402,"33486","2006",11514,293,"moscow"
"1213",42,"40427","2009",11514,59,"moscow"
"1214",88,"37300","2006",11514,293,"moscow"
"1215",798,"37778","2008",11514,105,"moscow"
"1216",131,"38021","2008",11514,105,"moscow"
"1217",983,"36558","2007",11514,181,"moscow"
"1218",29,"44387","2011",11514,15,"moscow"
"1219",150,"41023","2007",11514,181,"moscow"
"1220",48,"43494","2007",11514,181,"moscow"
"1221",267,"40294","2009",11514,59,"moscow"
"1222",71,"36401","2007",11514,181,"moscow"
"1223",356,"33408","2006",11514,293,"moscow"
"1224",183,"36468","2007",11514,181,"moscow"
"1225",25,"41775","2009",11514,59,"moscow"
"1226",33,"41470","2005",11514,456,"moscow"
"1227",106,"42391","2010",11514,37,"moscow"
"1228",532,"40853","2005",11514,456,"moscow"
"1229",121,"42409","2010",11514,37,"moscow"
"1230",51,"38257","2008",11514,105,"moscow"
"1231",3,"45037","2011",11514,15,"moscow"
"1232",264,"31099","2005",11514,456,"moscow"
"1233",354,"33776","2006",11514,293,"moscow"
"1234",103,"42270","2010",11514,37,"moscow"
"1235",73,"38754","2008",11514,105,"moscow"
"1236",176,"38282","2008",11514,105,"moscow"
"1237",148,"40783","2008",11514,105,"moscow"
"1238",23,"41233","2009",11514,59,"moscow"
"1239",1971,"29019","2004",11514,657,"moscow"
"1240",17,"44648","2011",11514,15,"moscow"
"1241",203,"39871","2006",11514,293,"moscow"
"1242",102,"43357","2010",11514,37,"moscow"
"1243",47,"39904","2008",11514,105,"moscow"
"1244",100,"42208","2010",11514,37,"moscow"
"1245",352,"37706","2006",11514,293,"moscow"
"1246",176,"41438","2007",11514,181,"moscow"
"1247",23,"42053","2009",11514,59,"moscow"
"1248",112,"39887","2008",11514,105,"moscow"
"1249",785,"31402","2005",11514,456,"moscow"
"1250",100,"42342","2010",11514,37,"moscow"
"1251",1894,"35893","2007",11514,181,"moscow"
"1252",67,"40595","2009",11514,59,"moscow"
"1253",899,"33158","2006",11514,293,"moscow"
"1254",38,"44487","2011",11514,15,"moscow"
"1255",508,"34464","2005",11514,456,"moscow"
"1256",2,"40271","2009",11514,59,"moscow"
"1257",6,"40138","2009",11514,59,"moscow"
"1258",885,"33131","2006",11514,293,"moscow"
"1259",146,"38687","2007",11514,181,"moscow"
"1260",98,"42430","2010",11514,37,"moscow"
"1261",88,"36711","2005",11514,456,"moscow"
"1262",494,"37403","2007",11514,181,"moscow"
"1263",316,"37777","2008",11514,105,"moscow"
"1264",22,"34144","2006",11514,293,"moscow"
"1265",96,"42594","2010",11514,37,"moscow"
"1266",630,"31131","2005",11514,456,"moscow"
"1267",80,"40230","2009",11514,59,"moscow"
"1268",40,"42777","2010",11514,37,"moscow"
"1269",1119,"33374","2006",11514,293,"moscow"
"1270",95,"42392","2010",11514,37,"moscow"
"1271",2,"44996","2009",11514,59,"moscow"
"1272",167,"37165","2007",11514,181,"moscow"
"1273",598,"32457","2005",11514,456,"moscow"
"1274",29,"42273","2010",11514,37,"moscow"
"1275",165,"37328","2006",11514,293,"moscow"
"1276",95,"42804","2010",11514,37,"moscow"
"1277",6,"41235","2008",11514,105,"moscow"
"1278",492,"35809","2007",11514,181,"moscow"
"1279",28,"44734","2011",11514,15,"moscow"
"1280",180,"40145","2009",11514,59,"moscow"
"1281",111,"43780","2010",11514,37,"moscow"
"1282",106,"41869","2007",11514,181,"moscow"
"1283",307,"38320","2008",11514,105,"moscow"
"1284",145,"38125","2008",11514,105,"moscow"
"1285",399,"37858","2008",11514,105,"moscow"
"1286",164,"34205","2006",11514,293,"moscow"
"1287",1458,"33130","2006",11514,293,"moscow"
"1288",175,"37272","2008",11514,105,"moscow"
"1289",92,"42236","2010",11514,37,"moscow"
"1290",70,"41996","2007",11514,181,"moscow"
"1291",62,"35747","2007",11514,181,"moscow"
"1292",1780,"31069","2005",11514,456,"moscow"
"1293",128,"37317","2006",11514,293,"moscow"
"1294",144,"38417","2008",11514,105,"moscow"
"1295",70,"42826","2009",11514,59,"moscow"
"1296",1094,"30845","2004",11514,657,"moscow"
"1297",66,"42420","2009",11514,59,"moscow"
"1298",987,"35441","2007",11514,181,"moscow"
"1299",11,"42713","2009",11514,59,"moscow"
"1300",612,"29384","2004",11514,657,"moscow"
"1301",107,"42356","2010",11514,37,"moscow"
"1302",6,"44248","2010",11514,37,"moscow"
"1303",298,"38367","2008",11514,105,"moscow"
"1304",190,"39364","2006",11514,293,"moscow"
"1305",18,"44505","2011",11514,15,"moscow"
"1306",293,"37883","2008",11514,105,"moscow"
"1307",750,"41792","2007",11514,181,"moscow"
"1308",292,"39991","2009",11514,59,"moscow"
"1309",2,"44121","2010",11514,37,"moscow"
"1310",34,"39777","2006",11514,293,"moscow"
"1311",2805,"29785","2004",11514,657,"moscow"
"1312",7,"44967","2011",11514,15,"moscow"
"1313",144,"38736","2006",11514,293,"moscow"
"1314",587,"33991","2006",11514,293,"moscow"
"1315",15,"42700","2010",11514,37,"moscow"
"1316",21,"41348","2006",11514,293,"moscow"
"1317",807,"33176","2006",11514,293,"moscow"
"1318",159,"35039","2006",11514,293,"moscow"
"1319",18,"44752","2010",11514,37,"moscow"
"1320",101,"38346","2007",11514,181,"moscow"
"1321",1444,"29349","2004",11514,657,"moscow"
"1322",1673,"31087","2005",11514,456,"moscow"
"1323",129,"36013","2007",11514,181,"moscow"
"1324",257,"40601","2004",11514,657,"moscow"
"1325",801,"34780","2006",11514,293,"moscow"
"1326",170,"38112","2008",11514,105,"moscow"
"1327",230,"42299","2010",11514,37,"moscow"
"1328",65,"40391","2009",11514,59,"moscow"
"1329",852,"34439","2004",11514,657,"moscow"
"1330",342,"36734","2005",11514,456,"moscow"
"1331",239,"36126","2007",11514,181,"moscow"
"1332",478,"34427","2004",11514,657,"moscow"
"1333",68,"37226","2007",11514,181,"moscow"
"1334",22,"42138","2009",11514,59,"moscow"
"1335",118,"38094","2008",11514,105,"moscow"
"1336",143,"39840","2007",11514,181,"moscow"
"1337",60,"31251","2005",11514,456,"moscow"
"1338",39,"39263","2008",11514,105,"moscow"
"1339",1059,"30946","2005",11514,456,"moscow"
"1340",27,"44638","2011",11514,15,"moscow"
"1341",157,"34305","2006",11514,293,"moscow"
"1342",65,"42039","2008",11514,105,"moscow"
"1343",475,"33759","2006",11514,293,"moscow"
"1344",81,"42411","2010",11514,37,"moscow"
"1345",6,"43481","2010",11514,37,"moscow"
"1346",252,"38241","2004",11514,657,"moscow"
"1347",15,"44622","2011",11514,15,"moscow"
"1348",22,"44267","2009",11514,59,"moscow"
"1349",473,"29057","2004",11514,657,"moscow"
"1350",160,"34283","2005",11514,456,"moscow"
"1351",26,"40813","2009",11514,59,"moscow"
"1352",80,"44518","2011",11514,15,"moscow"
"1353",765,"33124","2006",11514,293,"moscow"
"1354",6,"43632","2008",11514,105,"moscow"
"1355",33,"40602","2009",11514,59,"moscow"
"1356",77,"42222","2010",11514,37,"moscow"
"1357",338,"34909","2006",11514,293,"moscow"
"1358",336,"32883","2004",11514,657,"moscow"
"1359",91,"41106","2009",11514,59,"moscow"
"1360",303,"36495","2006",11514,293,"moscow"
"1361",760,"36207","2006",11514,293,"moscow"
"1362",77,"42902","2010",11514,37,"moscow"
"1363",1363,"29126","2004",11514,657,"moscow"
"1364",17,"42480","2009",11514,59,"moscow"
"1365",710,"31215","2005",11514,456,"moscow"
"1366",3,"42986","2010",11514,37,"moscow"
"1367",29,"43868","2005",11514,456,"moscow"
"1368",671,"33153","2006",11514,293,"moscow"
"1369",6,"44847","2010",11514,37,"moscow"
"1370",571,"33228","2006",11514,293,"moscow"
"1371",8,"41460","2006",11514,293,"moscow"
"1372",166,"38465","2008",11514,105,"moscow"
"1373",336,"34449","2005",11514,456,"moscow"
"1374",97,"38390","2008",11514,105,"moscow"
"1375",1765,"31059","2005",11514,456,"moscow"
"1376",64,"40110","2009",11514,59,"moscow"
"1377",17,"41180","2007",11514,181,"moscow"
"1378",259,"38768","2008",11514,105,"moscow"
"1379",54,"41475","2009",11514,59,"moscow"
"1380",166,"40389","2008",11514,105,"moscow"
"1381",335,"31777","2004",11514,657,"moscow"
"1382",71,"42339","2010",11514,37,"moscow"
"1383",17,"42919","2007",11514,181,"moscow"
"1384",64,"41048","2008",11514,105,"moscow"
"1385",250,"35393","2007",11514,181,"moscow"
"1386",4,"43271","2007",11514,181,"moscow"
"1387",44,"43143","2009",11514,59,"moscow"
"1388",224,"33484","2004",11514,657,"moscow"
"1389",254,"40073","2009",11514,59,"moscow"
"1390",16,"35451","2007",11514,181,"moscow"
"1391",274,"30506","2004",11514,657,"moscow"
"1392",29,"41685","2005",11514,456,"moscow"
"1393",30,"44028","2010",11514,37,"moscow"
"1394",250,"37939","2008",11514,105,"moscow"
"1395",64,"41890","2009",11514,59,"moscow"
"1396",16,"41949","2008",11514,105,"moscow"
"1397",21,"42031","2007",11514,181,"moscow"
"1398",64,"42017","2008",11514,105,"moscow"
"1399",227,"35337","2007",11514,181,"moscow"
"1400",3,"43413","2006",11514,293,"moscow"
"1401",137,"38207","2008",11514,105,"moscow"
"1402",94,"32035","2005",11514,456,"moscow"
"1403",136,"32949","2005",11514,456,"moscow"
"1404",1224,"35334","2007",11514,181,"moscow"
"1405",86,"37865","2008",11514,105,"moscow"
"1406",55,"35391","2004",11514,657,"moscow"
"1407",330,"36926","2006",11514,293,"moscow"
"1408",182,"38038","2008",11514,105,"moscow"
"1409",33,"44516","2011",11514,15,"moscow"
"1410",70,"42275","2010",11514,37,"moscow"
"1411",11,"43326","2007",11514,181,"moscow"
"1412",43,"39418","2008",11514,105,"moscow"
"1413",329,"33435","2005",11514,456,"moscow"
"1414",685,"35307","2007",11514,181,"moscow"
"1415",1407,"31083","2005",11514,456,"moscow"
"1416",164,"39269","2007",11514,181,"moscow"
"1417",71,"43616","2010",11514,37,"moscow"
"1418",1395,"32369","2005",11514,456,"moscow"
"1419",164,"39445","2008",11514,105,"moscow"
"1420",135,"32656","2004",11514,657,"moscow"
"1421",245,"37935","2008",11514,105,"moscow"
"1422",155,"35931","2007",11514,181,"moscow"
"1423",329,"35901","2007",11514,181,"moscow"
"1424",30,"32933","2004",11514,657,"moscow"
"1425",76,"38100","2008",11514,105,"moscow"
"1426",510,"32265","2005",11514,456,"moscow"
"1427",154,"43303","2007",11514,181,"moscow"
"1428",131,"37997","2008",11514,105,"moscow"
"1429",1310,"32874","2005",11514,456,"moscow"
"1430",337,"38136","2007",11514,181,"moscow"
"1431",247,"38829","2006",11514,293,"moscow"
"1432",32,"44379","2011",11514,15,"moscow"
"1433",63,"43888","2009",11514,59,"moscow"
"1434",449,"35725","2006",11514,293,"moscow"
"1435",68,"42209","2010",11514,37,"moscow"
"1436",10,"43640","2009",11514,59,"moscow"
"1437",20,"40790","2008",11514,105,"moscow"
"1438",10,"43662","2009",11514,59,"moscow"
"1439",88,"29991","2004",11514,657,"moscow"
"1440",246,"35609","2007",11514,181,"moscow"
"1441",10,"43708","2008",11514,105,"moscow"
"1442",89,"40471","2009",11514,59,"moscow"
"1443",545,"36006","2005",11514,456,"moscow"
"1444",1,"44779","2008",11514,105,"moscow"
"1445",5,"43411","2009",11514,59,"moscow"
"1446",5,"44884","2011",11514,15,"moscow"
"1447",163,"41124","2009",11514,59,"moscow"
"1448",249,"35229","2006",11514,293,"moscow"
"1449",543,"29824","2004",11514,657,"moscow"
"1450",25,"33487","2006",11514,293,"moscow"
"1451",329,"35032","2006",11514,293,"moscow"
"1452",65,"42456","2010",11514,37,"moscow"
"1453",25,"42704","2010",11514,37,"moscow"
"1454",1333,"31518","2005",11514,456,"moscow"
"1455",978,"38362","2004",11514,657,"moscow"
"1456",62,"42925","2009",11514,59,"moscow"
"1457",75,"37912","2008",11514,105,"moscow"
"1458",974,"30433","2004",11514,657,"moscow"
"1459",321,"33041","2005",11514,456,"moscow"
"1460",442,"39126","2005",11514,456,"moscow"
"1461",162,"41665","2009",11514,59,"moscow"
"1462",176,"38075","2008",11514,105,"moscow"
"1463",6,"44311","2009",11514,59,"moscow"
"1464",136,"34477","2005",11514,456,"moscow"
"1465",64,"43938","2010",11514,37,"moscow"
"1466",4,"42358","2010",11514,37,"moscow"
"1467",5,"41466","2009",11514,59,"moscow"
"1468",136,"36572","2006",11514,293,"moscow"
"1469",64,"39818","2008",11514,105,"moscow"
"1470",31,"43260","2008",11514,105,"moscow"
"1471",38,"42948","2010",11514,37,"moscow"
"1472",444,"33779","2006",11514,293,"moscow"
"1473",533,"40483","2005",11514,456,"moscow"
"1474",11,"37262","2006",11514,293,"moscow"
"1475",62,"42634","2010",11514,37,"moscow"
"1476",464,"29792","2004",11514,657,"moscow"
"1477",25,"43993","2007",11514,181,"moscow"
"1478",1293,"32268","2005",11514,456,"moscow"
"1479",38,"43969","2010",11514,37,"moscow"
"1480",355,"33174","2006",11514,293,"moscow"
"1481",19,"41051","2006",11514,293,"moscow"
"1482",62,"42933","2010",11514,37,"moscow"
"1483",1838,"29153","2004",11514,657,"moscow"
"1484",634,"33278","2006",11514,293,"moscow"
"1485",439,"31089","2005",11514,456,"moscow"
"1486",1253,"29234","2004",11514,657,"moscow"
"1487",60,"38074","2008",11514,105,"moscow"
"1488",174,"39419","2008",11514,105,"moscow"
"1489",24,"44241","2010",11514,37,"moscow"
"1490",66,"29361","2004",11514,657,"moscow"
"1491",19,"44294","2009",11514,59,"moscow"
"1492",9,"42960","2009",11514,59,"moscow"
"1493",67,"42093","2009",11514,59,"moscow"
"1494",174,"41626","2008",11514,105,"moscow"
"1495",61,"44048","2010",11514,37,"moscow"
"1496",24,"38779","2008",11514,105,"moscow"
"1497",74,"35290","2007",11514,181,"moscow"
"1498",116,"37893","2008",11514,105,"moscow"
"1499",491,"31356","2004",11514,657,"moscow"
"1500",9,"35595","2007",11514,181,"moscow"
"1501",63,"42728","2008",11514,105,"moscow"
"1502",348,"29429","2004",11514,657,"moscow"
"1503",158,"38218","2008",11514,105,"moscow"
"1504",63,"38035","2008",11514,105,"moscow"
"1505",1214,"29363","2004",11514,657,"moscow"
"1506",131,"38925","2008",11514,105,"moscow"
"1507",235,"31354","2005",11514,456,"moscow"
"1508",209,"37884","2008",11514,105,"moscow"
"1509",607,"35764","2007",11514,181,"moscow"
"1510",40,"41860","2009",11514,59,"moscow"
"1511",15,"42673","2010",11514,37,"moscow"
"1512",208,"37822","2008",11514,105,"moscow"
"1513",24,"42397","2008",11514,105,"moscow"
"1514",123,"40069","2009",11514,59,"moscow"
"1515",9,"43615","2008",11514,105,"moscow"
"1516",208,"38046","2008",11514,105,"moscow"
"1517",158,"41324","2008",11514,105,"moscow"
"1518",1190,"30026","2004",11514,657,"moscow"
"1519",219,"30148","2004",11514,657,"moscow"
"1520",4,"44549","2011",11514,15,"moscow"
"1521",85,"42571","2006",11514,293,"moscow"
"1522",612,"36129","2007",11514,181,"moscow"
"1523",130,"40141","2009",11514,59,"moscow"
"1524",90,"41278","2008",11514,105,"moscow"
"1525",22,"35983","2007",11514,181,"moscow"
"1526",24,"44370","2011",11514,15,"moscow"
"1527",139,"35477","2007",11514,181,"moscow"
"1528",130,"40784","2006",11514,293,"moscow"
"1529",99,"35318","2007",11514,181,"moscow"
"1530",115,"42022","2008",11514,105,"moscow"
"1531",119,"41474","2009",11514,59,"moscow"
"1532",4,"44579","2011",11514,15,"moscow"
"1533",73,"41937","2008",11514,105,"moscow"
"1534",58,"42514","2010",11514,37,"moscow"
"1535",129,"36275","2005",11514,456,"moscow"
"1536",4,"44602","2011",11514,15,"moscow"
"1537",59,"41946","2007",11514,181,"moscow"
"1538",1146,"31124","2005",11514,456,"moscow"
"1539",36,"44394","2011",11514,15,"moscow"
"1540",18,"43713","2009",11514,59,"moscow"
"1541",27,"43850","2009",11514,59,"moscow"
"1542",49,"40078","2009",11514,59,"moscow"
"1543",309,"31768","2005",11514,456,"moscow"
"1544",201,"38405","2008",11514,105,"moscow"
"1545",57,"44506","2011",11514,15,"moscow"
"1546",4,"44812","2011",11514,15,"moscow"
"1547",555,"35294","2007",11514,181,"moscow"
"1548",7,"40719","2009",11514,59,"moscow"
"1549",62,"38746","2008",11514,105,"moscow"
"1550",201,"40341","2008",11514,105,"moscow"
"1551",120,"35657","2005",11514,456,"moscow"
"1552",39,"36109","2007",11514,181,"moscow"
"1553",8,"42716","2009",11514,59,"moscow"
"1554",35,"40894","2009",11514,59,"moscow"
"1555",304,"29557","2004",11514,657,"moscow"
"1556",58,"38505","2008",11514,105,"moscow"
"1557",196,"38524","2008",11514,105,"moscow"
"1558",377,"33030","2004",11514,657,"moscow"
"1559",195,"37941","2008",11514,105,"moscow"
"1560",206,"36305","2007",11514,181,"moscow"
"1561",213,"39159","2005",11514,456,"moscow"
"1562",62,"43159","2008",11514,105,"moscow"
"1563",58,"40687","2009",11514,59,"moscow"
"1564",35,"43649","2010",11514,37,"moscow"
"1565",112,"34252","2006",11514,293,"moscow"
"1566",49,"43003","2008",11514,105,"moscow"
"1567",226,"36742","2007",11514,181,"moscow"
"1568",17,"40908","2007",11514,181,"moscow"
"1569",55,"43016","2010",11514,37,"moscow"
"1570",20,"41933","2005",11514,456,"moscow"
"1571",14,"43928","2010",11514,37,"moscow"
"1572",49,"43983","2010",11514,37,"moscow"
"1573",61,"40261","2009",11514,59,"moscow"
"1574",225,"31134","2005",11514,456,"moscow"
"1575",82,"33573","2005",11514,456,"moscow"
"1576",34,"37927","2008",11514,105,"moscow"
"1577",306,"33902","2004",11514,657,"moscow"
"1578",3,"43941","2010",11514,37,"moscow"
"1579",415,"32830","2005",11514,456,"moscow"
"1580",10,"44047","2010",11514,37,"moscow"
"1581",6,"44051","2009",11514,59,"moscow"
"1582",3,"43760","2010",11514,37,"moscow"
"1583",50,"40809","2008",11514,105,"moscow"
"1584",75,"36512","2006",11514,293,"moscow"
"1585",60,"38994","2008",11514,105,"moscow"
"1586",496,"33666","2006",11514,293,"moscow"
"1587",23,"44437","2011",11514,15,"moscow"
"1588",111,"41010","2008",11514,105,"moscow"
"1589",5,"41501","2009",11514,59,"moscow"
"1590",410,"35302","2007",11514,181,"moscow"
"1591",711,"34955","2005",11514,456,"moscow"
"1592",53,"44441","2011",11514,15,"moscow"
"1593",513,"35439","2007",11514,181,"moscow"
"1594",19,"39439","2005",11514,456,"moscow"
"1595",17,"43764","2009",11514,59,"moscow"
"1596",409,"29939","2004",11514,657,"moscow"
"1597",87,"42094","2008",11514,105,"moscow"
"1598",48,"44495","2011",11514,15,"moscow"
"1599",13,"40735","2008",11514,105,"moscow"
"1600",52,"43942","2010",11514,37,"moscow"
"1601",19,"42929","2007",11514,181,"moscow"
"1602",121,"30231","2004",11514,657,"moscow"
"1603",60,"41981","2007",11514,181,"moscow"
"1604",22,"37938","2008",11514,105,"moscow"
"1605",3,"42837","2010",11514,37,"moscow"
"1606",40,"43395","2005",11514,456,"moscow"
"1607",999,"30431","2004",11514,657,"moscow"
"1608",50,"44369","2011",11514,15,"moscow"
"1609",47,"40191","2009",11514,59,"moscow"
"1610",291,"29487","2004",11514,657,"moscow"
"1611",991,"29152","2004",11514,657,"moscow"
"1612",4,"42827","2009",11514,59,"moscow"
"1613",56,"40639","2009",11514,59,"moscow"
"1614",50,"42738","2010",11514,37,"moscow"
"1615",14,"41560","2009",11514,59,"moscow"
"1616",120,"40789","2006",11514,293,"moscow"
"1617",50,"42912","2010",11514,37,"moscow"
"1618",299,"34713","2005",11514,456,"moscow"
"1619",22,"41613","2009",11514,59,"moscow"
"1620",50,"44738","2011",11514,15,"moscow"
"1621",95,"40049","2009",11514,59,"moscow"
"1622",3,"43761","2010",11514,37,"moscow"
"1623",49,"42701","2010",11514,37,"moscow"
"1624",95,"40248","2009",11514,59,"moscow"
"1625",216,"33156","2006",11514,293,"moscow"
"1626",59,"41107","2009",11514,59,"moscow"
"1627",95,"40275","2009",11514,59,"moscow"
"1628",22,"42082","2008",11514,105,"moscow"
"1629",41,"39279","2007",11514,181,"moscow"
"1630",962,"30538","2004",11514,657,"moscow"
"1631",199,"35130","2006",11514,293,"moscow"
"1632",54,"38878","2008",11514,105,"moscow"
"1633",41,"41478","2008",11514,105,"moscow"
"1634",25,"41677","2008",11514,105,"moscow"
"1635",34,"41910","2009",11514,59,"moscow"
"1636",47,"44112","2009",11514,59,"moscow"
"1637",25,"42645","2009",11514,59,"moscow"
"1638",48,"42867","2010",11514,37,"moscow"
"1639",952,"31097","2005",11514,456,"moscow"
"1640",470,"35040","2005",11514,456,"moscow"
"1641",48,"43220","2010",11514,37,"moscow"
"1642",215,"34716","2005",11514,456,"moscow"
"1643",16,"44086","2009",11514,59,"moscow"
"1644",122,"36841","2007",11514,181,"moscow"
"1645",22,"43937","2009",11514,59,"moscow"
"1646",33,"41140","2009",11514,59,"moscow"
"1647",196,"33126","2006",11514,293,"moscow"
"1648",466,"30426","2004",11514,657,"moscow"
"1649",36,"35728","2006",11514,293,"moscow"
"1650",122,"40180","2008",11514,105,"moscow"
"1651",398,"33373","2006",11514,293,"moscow"
"1652",5,"41162","2009",11514,59,"moscow"
"1653",289,"31376","2005",11514,456,"moscow"
"1654",214,"41698","2007",11514,181,"moscow"
"1655",289,"35031","2006",11514,293,"moscow"
"1656",143,"35625","2007",11514,181,"moscow"
"1657",41,"43707","2007",11514,181,"moscow"
"1658",14,"44747","2011",11514,15,"moscow"
"1659",21,"44356","2011",11514,15,"moscow"
"1660",22,"43390","2010",11514,37,"moscow"
"1661",75,"42937","2006",11514,293,"moscow"
"1662",74,"30575","2004",11514,657,"moscow"
"1663",40,"39599","2008",11514,105,"moscow"
"1664",143,"39065","2008",11514,105,"moscow"
"1665",53,"42481","2007",11514,181,"moscow"
"1666",214,"40224","2009",11514,59,"moscow"
"1667",111,"40130","2009",11514,59,"moscow"
"1668",5,"44276","2009",11514,59,"moscow"
"1669",3,"44691","2011",11514,15,"moscow"
"1670",15,"42943","2007",11514,181,"moscow"
"1671",125,"39144","2007",11514,181,"moscow"
"1672",46,"43805","2010",11514,37,"moscow"
"1673",93,"38264","2008",11514,105,"moscow"
"1674",8,"42315","2010",11514,37,"moscow"
"1675",15,"43174","2009",11514,59,"moscow"
"1676",108,"43959","2006",11514,293,"moscow"
"1677",107,"43188","2005",11514,456,"moscow"
"1678",57,"40782","2009",11514,59,"moscow"
"1679",3,"44038","2009",11514,59,"moscow"
"1680",7,"43204","2010",11514,37,"moscow"
"1681",45,"43834","2010",11514,37,"moscow"
"1682",3,"44154","2009",11514,59,"moscow"
"1683",270,"39162","2006",11514,293,"moscow"
"1684",21,"42506","2009",11514,59,"moscow"
"1685",31,"41679","2009",11514,59,"moscow"
"1686",3,"44909","2011",11514,15,"moscow"
"1687",7,"38820","2008",11514,105,"moscow"
"1688",13,"42529","2008",11514,105,"moscow"
"1689",119,"38236","2008",11514,105,"moscow"
"1690",46,"41649","2009",11514,59,"moscow"
"1691",896,"36295","2005",11514,456,"moscow"
"1692",13,"42961","2010",11514,37,"moscow"
"1693",21,"43743","2010",11514,37,"moscow"
"1694",44,"43267","2010",11514,37,"moscow"
"1695",51,"39478","2008",11514,105,"moscow"
"1696",737,"34683","2004",11514,657,"moscow"
"1697",310,"35589","2007",11514,181,"moscow"
"1698",109,"40497","2009",11514,59,"moscow"
"1699",30,"40102","2009",11514,59,"moscow"
"1700",208,"36372","2005",11514,456,"moscow"
"1701",165,"40354","2009",11514,59,"moscow"
"1702",43,"44521","2011",11514,15,"moscow"
"1703",92,"42056","2009",11514,59,"moscow"
"1704",9,"42846","2004",11514,657,"moscow"
"1705",30,"42152","2009",11514,59,"moscow"
"1706",13,"40530","2007",11514,181,"moscow"
"1707",11,"44567","2011",11514,15,"moscow"
"1708",30,"43104","2009",11514,59,"moscow"
"1709",55,"40450","2009",11514,59,"moscow"
"1710",13,"43777","2006",11514,293,"moscow"
"1711",108,"40370","2009",11514,59,"moscow"
"1712",185,"31329","2005",11514,456,"moscow"
"1713",774,"30793","2004",11514,657,"moscow"
"1714",29,"39186","2008",11514,105,"moscow"
"1715",861,"29227","2004",11514,657,"moscow"
"1716",12,"37217","2007",11514,181,"moscow"
"1717",102,"40594","2009",11514,59,"moscow"
"1718",55,"43726","2007",11514,181,"moscow"
"1719",39,"41307","2009",11514,59,"moscow"
"1720",431,"35312","2007",11514,181,"moscow"
"1721",79,"37856","2008",11514,105,"moscow"
"1722",29,"42968","2009",11514,59,"moscow"
"1723",43,"43510","2010",11514,37,"moscow"
"1724",205,"34163","2006",11514,293,"moscow"
"1725",107,"41126","2009",11514,59,"moscow"
"1726",567,"32665","2005",11514,456,"moscow"
"1727",3,"43932","2009",11514,59,"moscow"
"1728",70,"35842","2007",11514,181,"moscow"
"1729",7,"42715","2010",11514,37,"moscow"
"1730",10,"41179","2009",11514,59,"moscow"
"1731",1,"43343","2010",11514,37,"moscow"
"1732",14,"42496","2010",11514,37,"moscow"
"1733",2,"35784","2007",11514,181,"moscow"
"1734",28,"43880","2009",11514,59,"moscow"
"1735",50,"41367","2009",11514,59,"moscow"
"1736",38,"40351","2009",11514,59,"moscow"
"1737",274,"37207","2005",11514,456,"moscow"
"1738",116,"35872","2007",11514,181,"moscow"
"1739",1231,"33406","2004",11514,657,"moscow"
"1740",258,"31214","2005",11514,456,"moscow"
"1741",227,"38570","2008",11514,105,"moscow"
"1742",256,"34262","2006",11514,293,"moscow"
"1743",43,"42665","2009",11514,59,"moscow"
"1744",19,"39690","2008",11514,105,"moscow"
"1745",99,"39046","2008",11514,105,"moscow"
"1746",183,"40399","2007",11514,181,"moscow"
"1747",69,"40509","2009",11514,59,"moscow"
"1748",27,"41505","2009",11514,59,"moscow"
"1749",2,"41743","2007",11514,181,"moscow"
"1750",11,"41264","2005",11514,456,"moscow"
"1751",24,"42643","2010",11514,37,"moscow"
"1752",2,"43254","2007",11514,181,"moscow"
"1753",89,"40437","2008",11514,105,"moscow"
"1754",12,"43124","2010",11514,37,"moscow"
"1755",13,"42089","2009",11514,59,"moscow"
"1756",38,"42390","2010",11514,37,"moscow"
"1757",270,"36113","2007",11514,181,"moscow"
"1758",26,"41906","2009",11514,59,"moscow"
"1759",49,"43213","2009",11514,59,"moscow"
"1760",39,"42201","2010",11514,37,"moscow"
"1761",58,"41476","2009",11514,59,"moscow"
"1762",105,"39785","2008",11514,105,"moscow"
"1763",52,"38961","2008",11514,105,"moscow"
"1764",1,"43673","2010",11514,37,"moscow"
"1765",9,"33434","2006",11514,293,"moscow"
"1766",111,"35295","2007",11514,181,"moscow"
"1767",9,"35566","2007",11514,181,"moscow"
"1768",72,"41500","2009",11514,59,"moscow"
"1769",9,"37707","2005",11514,456,"moscow"
"1770",1,"43866","2009",11514,59,"moscow"
"1771",48,"43328","2006",11514,293,"moscow"
"1772",39,"42617","2010",11514,37,"moscow"
"1773",18,"38551","2008",11514,105,"moscow"
"1774",18,"38597","2008",11514,105,"moscow"
"1775",12,"41494","2009",11514,59,"moscow"
"1776",3,"44912","2011",11514,15,"moscow"
"1777",265,"34049","2006",11514,293,"moscow"
"1778",24,"42845","2008",11514,105,"moscow"
